month,group,commodity,unit,quantity_2025,rupees_2025,dollar_2025,quantity_2024,rupees_2024,dollar_2024,tradetype,unknow
2025-03,Food Group,SUGAR,MT,145.0,49.0,176.0,193.0,57.0,203.0,Import,
2025-03,Food Group,PULSES LEGUMINOUS VEGETABLES,MT,146917.0,27386.0,97777.0,96898.0,18504.0,66392.0,Import,
2025-03,Food Group,ALL OTHERS FOOD ITEMS,-,0.0,48698.0,173869.0,0.0,51073.0,183250.0,Import,
2025-03,Machinery Group,POWER GENERATING MACHINERY,-,0.0,12464.0,44501.0,0.0,7827.0,28082.0,Import,
2025-03,Machinery Group,OFFICE MACHINE INCLDATA PROC EQUIP,-,0.0,10880.0,38844.0,0.0,9369.0,33616.0,Import,
2025-03,Machinery Group,TEXTILE MACHINERY,-,0.0,4451.0,15891.0,0.0,2638.0,9464.0,Import,
2025-03,Machinery Group,CONSTRUCTION MINING MACHINERY,-,0.0,3798.0,13561.0,0.0,1623.0,5824.0,Import,
2025-03,Machinery Group,ELECTRICAL MACHINERY APPARATUS,-,0.0,93238.0,332893.0,0.0,117042.0,419949.0,Import,
2025-03,Machinery Group,TELE COM,-,0.0,53705.0,191746.0,0.0,52662.0,188952.0,Import,
2025-03,Machinery Group,A MOBILE PHONE,-,0.0,36776.0,131304.0,0.0,42655.0,153045.0,Import,
2025-03,Machinery Group,B OTHER APPARATUS,-,0.0,16929.0,60442.0,0.0,10007.0,35907.0,Import,
2025-03,Machinery Group,AGRICULTURAL MACHINERY IMPLEMENTS,-,0.0,2425.0,8658.0,0.0,2261.0,8114.0,Import,
2025-03,Machinery Group,OTHER MACHINERY,-,0.0,49289.0,175978.0,0.0,32652.0,117156.0,Import,
2025-03,Transport Group,ROAD MOTOR VEH BUILD UNITCKDSKD,-,0.0,59026.0,210744.0,0.0,35645.0,127894.0,Import,
2025-03,Transport Group,CBU,-,0.0,8284.0,29577.0,0.0,5988.0,21487.0,Import,
2025-03,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,-,0.0,1516.0,5412.0,0.0,366.0,1314.0,Import,
2025-03,Transport Group,BMOTOR CARS,-,0.0,6722.0,23998.0,0.0,5580.0,20022.0,Import,
2025-03,Transport Group,CMOTOR CYCLES,-,0.0,47.0,167.0,0.0,42.0,151.0,Import,
2025-03,Transport Group,CKDSKD,-,0.0,42576.0,152012.0,0.0,22267.0,79895.0,Import,
2025-03,Transport Group,ABUSESTRUCKS OTH HEAVY VEHICLES,-,0.0,11812.0,42174.0,0.0,4811.0,17261.0,Import,
2025-03,Transport Group,BMOTOR CARS,-,0.0,29408.0,104996.0,0.0,16635.0,59688.0,Import,
2025-03,Transport Group,CMOTOR CYCLES,-,0.0,1356.0,4842.0,0.0,821.0,2946.0,Import,
2025-03,Transport Group,PARTS ACCESSORIES,-,0.0,7226.0,25799.0,0.0,6609.0,23713.0,Import,
2025-03,Transport Group,OTHERS,-,0.0,940.0,3356.0,0.0,780.0,2799.0,Import,
2025-03,Transport Group,AIRCRAFTS SHIPS AND BOATS,-,0.0,1.0,2.0,0.0,325.0,1166.0,Import,
2025-03,Transport Group,OTHERS TRANSPORT EQUIPMENTS,-,0.0,995.0,3552.0,0.0,238.0,855.0,Import,
2025-03,Petroleum Group,PETROLEUM PRODUCTS,MT,912354.0,140104.0,500222.0,825934.0,138527.0,497037.0,Import,
2025-03,Petroleum Group,PETROLEUM CRUDE,MT,843921.0,120956.0,431856.0,1007768.0,177060.0,635297.0,Import,
2025-03,Petroleum Group,NATURAL GAS LIQUIFIED,-,0.0,63295.0,225987.0,0.0,81647.0,292952.0,Import,
2025-03,Petroleum Group,PETROLEUM GAS LIQUIFIED,-,0.0,21402.0,76414.0,0.0,22486.0,80680.0,Import,
2025-03,Petroleum Group,OTHERS,-,0.0,14.0,52.0,0.0,11.0,38.0,Import,
2025-03,Textile Group,RAW COTTON,MT,72241.0,36388.0,129920.0,22263.0,12995.0,46626.0,Import,
2025-03,Textile Group,SYNTHETIC FIBRE,MT,40012.0,16649.0,59442.0,26560.0,11799.0,42336.0,Import,
2025-03,Textile Group,SYNTHETIC ARTIFICIAL SILK YARN,MT,30674.0,14377.0,51331.0,25281.0,12076.0,43328.0,Import,
2025-03,Textile Group,WORN CLOTHING,MT,77142.0,9969.0,35594.0,86006.0,10275.0,36866.0,Import,
2025-03,Textile Group,OTHR TEXTILE ITEMS,-,0.0,26068.0,93071.0,0.0,16369.0,58732.0,Import,
2025-03,Agricultural And Other Chemicals Group,FERTILIZER MANUFACTURED,MT,46749.0,8580.0,30634.0,48236.0,7716.0,27683.0,Import,
2025-03,Agricultural And Other Chemicals Group,INSECTICIDES,MT,2752.0,3567.0,12736.0,2346.0,4220.0,15143.0,Import,
2025-03,Agricultural And Other Chemicals Group,PLASTIC MATERIALS,MT,170247.0,58196.0,207782.0,145171.0,49625.0,178055.0,Import,
2025-03,Agricultural And Other Chemicals Group,MEDICINAL PRODUCTS,MT,2934.0,24455.0,87312.0,2493.0,24629.0,88369.0,Import,
2025-03,Agricultural And Other Chemicals Group,OTHERS,-,0.0,103879.0,370886.0,0.0,92116.0,330516.0,Import,
2025-03,Metal Group,GOLD,KG,22.0,615.0,2194.0,0.0,0.0,0.0,Import,
2025-03,Metal Group,IRON AND STEEL SCRAP,MT,280635.0,33236.0,118664.0,253237.0,32030.0,114923.0,Import,
2025-03,Metal Group,IRON AND STEEL,MT,328497.0,57531.0,205406.0,258141.0,51661.0,185360.0,Import,
2025-03,Metal Group,ALUMINIUM WROUGHT WORKED,-,0.0,4747.0,16947.0,0.0,4965.0,17815.0,Import,
2025-03,Metal Group,ALL OTHER METALS ARTICALS,-,0.0,25835.0,92240.0,0.0,21920.0,78650.0,Import,
2025-03,Miscellaneous Group,RUBBER CRUDE INCL SYNTHRECLAIMED,MT,41874.0,5422.0,19358.0,31472.0,5433.0,19495.0,Import,
2025-03,Miscellaneous Group,RUBBER TYRES TUBES,NO,504085.0,3177.0,11343.0,356064.0,2634.0,9451.0,Import,
2025-03,Miscellaneous Group,WOOD CORK,-,0.0,2456.0,8768.0,0.0,2139.0,7676.0,Import,
2025-03,Miscellaneous Group,JUTE,MT,209.0,50.0,177.0,2459.0,443.0,1589.0,Import,
2025-03,Miscellaneous Group,PAPER PAPER BOARD MANUFTHEREOF,MT,35597.0,10051.0,35885.0,35632.0,9285.0,33315.0,Import,
2025-01,Food Group,RICE,M.T,577541.0,88902.0,319052.0,752179.0,133859.0,0.0,Export,477521
2025-01,Food Group,A BASMATI,M.T,70696.0,21674.0,77782.0,80388.0,25055.0,0.0,Export,89381
2025-01,Food Group,B OTHERS,M.T,506845.0,67228.0,241270.0,671791.0,108804.0,0.0,Export,388140
2025-01,Food Group,FISH FISH PREPARATIONS,M.T,15305.0,8436.0,30277.0,16707.0,8504.0,0.0,Export,30336
2025-01,Food Group,FRUITS,M.T,97172.0,11548.0,41442.0,140486.0,11127.0,0.0,Export,39692
2025-01,Food Group,VEGETABLES,M.T,141359.0,9495.0,34076.0,144138.0,20416.0,0.0,Export,72830
2025-01,Food Group,LEGUMINOUS VEGETABLES PULSES,M.T,101.0,25.0,0.0,101.0,25.0,0.0,Export,89
2025-01,Food Group,TOBACCO,M.T,2783.0,3085.0,11071.0,3086.0,3254.0,0.0,Export,11607
2025-01,Food Group,WHEAT,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-01,Food Group,SPICES,M.T,2530.0,2315.0,8307.0,3084.0,2727.0,0.0,Export,9729
2025-01,Food Group,OIL SEEDS NUTS AND KERNALS,M.T,15634.0,4710.0,16902.0,7458.0,3264.0,0.0,Export,11645
2025-01,Food Group,SUGAR,M.T,124793.0,17927.0,64338.0,0.0,0.0,0.0,Export,0
2025-01,Food Group,MEAT AND MEAT PREPARATIONS,M.T,10498.0,12717.0,45638.0,10438.0,13152.0,0.0,Export,46919
2025-01,Food Group,ALL OTHER FOOD ITEMS,-,0.0,22994.0,82520.0,0.0,24057.0,0.0,Export,85820
2025-01,Textile Group,RAW COTTON,M.T,1334.0,656.0,0.0,1334.0,656.0,0.0,Export,2340
2025-01,Textile Group,COTTON YARN,M.T,24695.0,18139.0,65099.0,31806.0,22789.0,0.0,Export,81295
2025-01,Textile Group,COTTON CLOTH,M.T,31599.0,45995.0,165067.0,31190.0,44773.0,0.0,Export,159719
2025-01,Textile Group,COTTON CARDED OR COMBED,M.T,5.0,2.0,0.0,5.0,2.0,0.0,Export,7
2025-01,Textile Group,YARN OTHER THAN COTTON YARN,M.T,1109.0,817.0,2933.0,660.0,588.0,0.0,Export,2096
2025-01,Textile Group,KNITWEAR,TH.DOZ,24253.0,130493.0,468314.0,19041.0,102331.0,0.0,Export,365050
2025-01,Textile Group,BED WEAR,M.T,46897.0,80442.0,288691.0,41567.0,70662.0,0.0,Export,252076
2025-01,Textile Group,TOWELS,M.T,22534.0,28413.0,101970.0,19975.0,26930.0,0.0,Export,96070
2025-01,Textile Group,TENTSCANVAS TARPULIN,M.T,5384.0,4675.0,16778.0,3147.0,2612.0,0.0,Export,9317
2025-01,Textile Group,READYMADE GARMENTS,TH.DOZ,7014.0,110618.0,396985.0,6717.0,93462.0,0.0,Export,333411
2025-01,Textile Group,ARTSILK SYNTHETIC TEXTILE,M.T,7988.0,10384.0,37265.0,7345.0,9107.0,0.0,Export,32486
2025-01,Textile Group,MADEUP ARTICLESEXCLTOWELS BEDWEAR,-,0.0,20749.0,74463.0,0.0,17358.0,0.0,Export,61923
2025-01,Textile Group,OTHER TEXTILE MATERIALS,-,0.0,19043.0,68343.0,0.0,16681.0,0.0,Export,59506
2025-01,Petroleum  & Coal Group,PETROLEUM CRUDE,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-01,Petroleum  & Coal Group,PETROLEUM PRODUCTSEXCL TOP NAPHTA,M.T,119659.0,15552.0,55815.0,163979.0,19362.0,0.0,Export,69069
2025-01,Petroleum  & Coal Group,PETROLEUM TOP NAPHTA,M.T,17444.0,3220.0,11557.0,0.0,0.0,0.0,Export,0
2025-01,Petroleum  & Coal Group,SOLID FUELS COAL,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-01,Other Manufactures Group,CARPETS RUGS MATS,TH.SQM,169.0,951.0,3414.0,105.0,889.0,0.0,Export,3172
2025-01,Other Manufactures Group,SPORTS GOODS,-,0.0,8736.0,31351.0,0.0,8605.0,0.0,Export,30696
2025-01,Other Manufactures Group,A FOOTBALLS,TH.DOZ,285.0,4840.0,17372.0,346.0,5447.0,0.0,Export,19433
2025-01,Other Manufactures Group,B GLOVES,TH.DOZ,74.0,1542.0,5535.0,53.0,1094.0,0.0,Export,3902
2025-01,Other Manufactures Group,C OTHERS,-,0.0,2353.0,8444.0,0.0,2064.0,0.0,Export,7361
2025-01,Other Manufactures Group,LEATHER TANNED,M.T,670.0,3146.0,11292.0,543.0,2749.0,0.0,Export,9805
2025-01,Other Manufactures Group,LEATHER MANUFACTURES,-,0.0,13804.0,49541.0,0.0,12963.0,0.0,Export,46245
2025-01,Other Manufactures Group,A LEATHER GARMENTS,TH.DOZ,138.0,5666.0,20334.0,191.0,6234.0,0.0,Export,22240
2025-01,Other Manufactures Group,B LEATHER GLOVES,TH.DOZ,880.0,7815.0,28045.0,785.0,6379.0,0.0,Export,22758
2025-01,Other Manufactures Group,C OTHER LEATHER MANUFACTURES,-,0.0,324.0,1162.0,0.0,350.0,0.0,Export,1247
2025-01,Other Manufactures Group,FOOTWEAR,TH.Pairs,2878.0,5211.0,18701.0,2525.0,4934.0,0.0,Export,17601
2025-01,Other Manufactures Group,A LEATHER FOOTWEAR,TH.Pairs,1058.0,3930.0,14106.0,1014.0,3764.0,0.0,Export,13429
2025-01,Other Manufactures Group,B CANVAS FOOTWEAR,TH.Pairs,7.0,30.0,109.0,9.0,52.0,0.0,Export,185
2025-01,Other Manufactures Group,C OTHER FOOTWEAR,TH.Pairs,1813.0,1250.0,4486.0,1502.0,1118.0,0.0,Export,3987
2025-01,Other Manufactures Group,SURGICAL GOODS MEDICAL INSTRUMENTS,-,0.0,11187.0,40149.0,0.0,10562.0,0.0,Export,37678
2025-01,Other Manufactures Group,CUTLERY,-,0.0,1493.0,5357.0,0.0,1303.0,0.0,Export,4650
2025-01,Other Manufactures Group,ONYX MANUFACTURED,M.T,87.0,78.0,281.0,124.0,113.0,0.0,Export,405
2025-01,Other Manufactures Group,CHEMICALS AND PHARMPRODUCTS,-,0.0,37887.0,135968.0,0.0,27512.0,0.0,Export,98144
2025-01,Other Manufactures Group,A FERTILIZER MANUFACTURED,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-01,Other Manufactures Group,B PLASTIC MATERIALS,M.T,31621.0,10055.0,36085.0,35429.0,10171.0,0.0,Export,36283
2025-01,Other Manufactures Group,C PHARMACEUTICAL PRODUCTS,M.T,13770.0,15300.0,54908.0,4094.0,5930.0,0.0,Export,21153
2025-01,Other Manufactures Group,D OTHER CHEMICALS,-,0.0,12532.0,44975.0,0.0,11411.0,0.0,Export,40708
2025-01,Other Manufactures Group,ENGINEERING GOODS,-,0.0,8204.0,29441.0,0.0,7088.0,0.0,Export,25284
2025-01,Other Manufactures Group,A ELECTRIC FANS,TH.NOS,112.0,702.0,2520.0,150.0,704.0,0.0,Export,2511
2025-01,Other Manufactures Group,B TRANSPORT EQUIPMENT,-,0.0,526.0,1887.0,0.0,88.0,0.0,Export,312
2025-01,Other Manufactures Group,C OTHER ELECTRICAL MACHINERY,-,0.0,1066.0,3825.0,0.0,658.0,0.0,Export,2349
2025-01,Other Manufactures Group,D MACHINERY SPECIALIZED FOR,,0.0,0.0,0.0,0.0,0.0,0.0,Export,
2025-01,Particular Industries Group,E AUTO PARTS ACCESSORIES,-,0.0,639.0,2292.0,0.0,663.0,0.0,Export,2364
2025-01,Particular Industries Group,F RUBBER TYRES TUBES,TH.NOS,1421.0,2639.0,9473.0,1042.0,1670.0,0.0,Export,5957
2025-01,Particular Industries Group,G OTHER MACHINERY,-,0.0,1725.0,6190.0,0.0,2251.0,0.0,Export,8032
2025-01,Particular Industries Group,GEMS,K.G,180.0,361.0,1296.0,97.0,214.0,0.0,Export,763
2025-01,Particular Industries Group,JEWELLARY,-,0.0,162.0,583.0,0.0,108.0,0.0,Export,385
2025-01,Particular Industries Group,FURNITURE,TH.NOS,67.0,148.0,531.0,150.0,224.0,0.0,Export,799
2025-01,Particular Industries Group,MOLASSES,M.T,7819.0,286.0,1026.0,18405.0,898.0,0.0,Export,3202
2025-01,Particular Industries Group,HANDICRAFTS,-,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-01,Particular Industries Group,CEMENT,M.T,581574.0,5745.0,20619.0,390572.0,4129.0,0.0,Export,14728
2025-01,Particular Industries Group,GUAR AND GUAR PRODUCTS,M.T,1685.0,851.0,3055.0,2704.0,1190.0,0.0,Export,4244
Month,Group,COMMODITY,Unit,0.0,0.0,0.0,0.0,0.0,0.0,Export,Dollars_2024
2025-02,Food Group,RICE,M.T,514082.0,80709.0,288963.0,609463.0,112248.0,0.0,Export,402062
2025-02,Food Group,A BASMATI,M.T,83254.0,24682.0,88368.0,73067.0,23047.0,0.0,Export,82553
2025-02,Food Group,B OTHERS,M.T,430828.0,56027.0,200595.0,536396.0,89201.0,0.0,Export,319510
2025-02,Food Group,FISH FISH PREPARATIONS,M.T,15895.0,8747.0,31315.0,17716.0,8996.0,0.0,Export,32222
2025-02,Food Group,FRUITS,M.T,57791.0,7429.0,26597.0,133110.0,9883.0,0.0,Export,35400
2025-02,Food Group,VEGETABLES,M.T,268135.0,17398.0,62289.0,171599.0,21038.0,0.0,Export,75358
2025-02,Food Group,LEGUMINOUS VEGETABLES PULSES,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-02,Food Group,TOBACCO,M.T,6072.0,6240.0,22343.0,1107.0,1154.0,0.0,Export,4132
2025-02,Food Group,WHEAT,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-02,Food Group,SPICES,M.T,1711.0,1630.0,5838.0,3339.0,3131.0,0.0,Export,11213
2025-02,Food Group,OIL SEEDS NUTS AND KERNALS,M.T,18982.0,5150.0,18439.0,3412.0,1442.0,0.0,Export,5164
2025-02,Food Group,SUGAR,M.T,180.0,25.0,90.0,0.0,0.0,0.0,Export,0
2025-02,Food Group,MEAT AND MEAT PREPARATIONS,M.T,9725.0,12331.0,44148.0,10386.0,12579.0,0.0,Export,45058
2025-02,Food Group,ALL OTHER FOOD ITEMS,-,0.0,16753.0,59981.0,0.0,25393.0,0.0,Export,90955
2025-02,Textile Group,RAW COTTON,M.T,101.0,71.0,255.0,0.0,0.0,0.0,Export,0
2025-02,Textile Group,COTTON YARN,M.T,19679.0,14363.0,51424.0,30057.0,21911.0,0.0,Export,78482
2025-02,Textile Group,COTTON CLOTH,M.T,28503.0,41548.0,148757.0,34535.0,48438.0,0.0,Export,173500
2025-02,Textile Group,COTTON CARDED OR COMBED,M.T,40.0,16.0,0.0,40.0,16.0,0.0,Export,59
2025-02,Textile Group,YARN OTHER THAN COTTON YARN,M.T,966.0,774.0,2772.0,1179.0,716.0,0.0,Export,2566
2025-02,Textile Group,KNITWEAR,TH.DOZ,20642.0,102098.0,365545.0,22988.0,93795.0,0.0,Export,335963
2025-02,Textile Group,BED WEAR,M.T,41275.0,69716.0,249607.0,41649.0,68071.0,0.0,Export,243823
2025-02,Textile Group,TOWELS,M.T,20536.0,27195.0,97367.0,19969.0,26394.0,0.0,Export,94542
2025-02,Textile Group,TENTSCANVAS TARPULIN,M.T,2364.0,2190.0,7842.0,2079.0,1905.0,0.0,Export,6823
2025-02,Textile Group,READYMADE GARMENTS,TH.DOZ,6555.0,91934.0,329152.0,6653.0,85709.0,0.0,Export,306999
2025-02,Textile Group,ARTSILK SYNTHETIC TEXTILE,M.T,7417.0,9504.0,34027.0,7736.0,9392.0,0.0,Export,33639
2025-02,Textile Group,MADEUP ARTICLESEXCLTOWELS BEDWEAR,-,0.0,17590.0,62977.0,0.0,17346.0,0.0,Export,62133
2025-02,Textile Group,OTHER TEXTILE MATERIALS,-,0.0,17746.0,63537.0,0.0,19145.0,0.0,Export,68577
2025-02,Petroleum  & Coal Group,PETROLEUM CRUDE,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-02,Petroleum  & Coal Group,PETROLEUM PRODUCTSEXCL TOP NAPHTA,M.T,39845.0,5340.0,19118.0,62.0,11.0,0.0,Export,40
2025-02,Petroleum  & Coal Group,PETROLEUM TOP NAPHTA,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-02,Petroleum  & Coal Group,SOLID FUELS COAL,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-02,Other Manufactures Group,CARPETS RUGS MATS,TH.SQM,271.0,1275.0,4565.0,296.0,1484.0,0.0,Export,5317
2025-02,Other Manufactures Group,SPORTS GOODS,-,0.0,8712.0,31191.0,0.0,8803.0,0.0,Export,31532
2025-02,Other Manufactures Group,A FOOTBALLS,TH.DOZ,306.0,5104.0,18274.0,368.0,5655.0,0.0,Export,20254
2025-02,Other Manufactures Group,B GLOVES,TH.DOZ,73.0,1462.0,5235.0,81.0,1271.0,0.0,Export,4551
2025-02,Other Manufactures Group,C OTHERS,-,0.0,2146.0,7682.0,0.0,1878.0,0.0,Export,6727
2025-02,Other Manufactures Group,LEATHER TANNED,M.T,655.0,3035.0,10868.0,780.0,3097.0,0.0,Export,11094
2025-02,Other Manufactures Group,LEATHER MANUFACTURES,-,0.0,12177.0,43599.0,0.0,11603.0,0.0,Export,41559
2025-02,Other Manufactures Group,A LEATHER GARMENTS,TH.DOZ,122.0,4679.0,16754.0,139.0,5194.0,0.0,Export,18606
2025-02,Other Manufactures Group,B LEATHER GLOVES,TH.DOZ,800.0,7158.0,25629.0,723.0,6180.0,0.0,Export,22135
2025-02,Other Manufactures Group,C OTHER LEATHER MANUFACTURES,-,0.0,340.0,1216.0,0.0,228.0,0.0,Export,818
2025-02,Other Manufactures Group,FOOTWEAR,TH.Pairs,2521.0,4743.0,16981.0,1951.0,4249.0,0.0,Export,15220
2025-02,Other Manufactures Group,A LEATHER FOOTWEAR,TH.Pairs,937.0,3439.0,12313.0,849.0,3238.0,0.0,Export,11598
2025-02,Other Manufactures Group,B CANVAS FOOTWEAR,TH.Pairs,7.0,37.0,133.0,7.0,32.0,0.0,Export,113
2025-02,Other Manufactures Group,C OTHER FOOTWEAR,TH.Pairs,1577.0,1267.0,4535.0,1095.0,979.0,0.0,Export,3508
2025-02,Other Manufactures Group,SURGICAL GOODS MEDICAL INSTRUMENTS,-,0.0,10091.0,36130.0,0.0,8328.0,0.0,Export,29832
2025-02,Other Manufactures Group,CUTLERY,-,0.0,1377.0,4931.0,0.0,1442.0,0.0,Export,5167
2025-02,Other Manufactures Group,ONYX MANUFACTURED,M.T,124.0,108.0,388.0,104.0,119.0,0.0,Export,426
2025-02,Other Manufactures Group,CHEMICALS AND PHARMPRODUCTS,-,0.0,34417.0,123225.0,0.0,32569.0,0.0,Export,116660
2025-02,Other Manufactures Group,A FERTILIZER MANUFACTURED,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-02,Other Manufactures Group,B PLASTIC MATERIALS,M.T,23176.0,7475.0,26762.0,36219.0,11347.0,0.0,Export,40645
2025-02,Other Manufactures Group,C PHARMACEUTICAL PRODUCTS,M.T,5780.0,7760.0,27784.0,5296.0,8271.0,0.0,Export,29625
2025-02,Other Manufactures Group,D OTHER CHEMICALS,-,0.0,19182.0,68679.0,0.0,12951.0,0.0,Export,46390
2025-02,Other Manufactures Group,ENGINEERING GOODS,-,0.0,7139.0,25558.0,0.0,9330.0,0.0,Export,33418
2025-02,Other Manufactures Group,A ELECTRIC FANS,TH.NOS,101.0,698.0,2499.0,181.0,835.0,0.0,Export,2990
2025-02,Other Manufactures Group,B TRANSPORT EQUIPMENT,-,0.0,678.0,2429.0,0.0,631.0,0.0,Export,2261
2025-02,Other Manufactures Group,C OTHER ELECTRICAL MACHINERY,-,0.0,1308.0,4682.0,0.0,831.0,0.0,Export,2976
2025-02,Other Manufactures Group,D MACHINERY SPECIALIZED FOR,,0.0,0.0,0.0,0.0,0.0,0.0,Export,
2025-02,Particular Industries Group,E AUTO PARTS ACCESSORIES,-,0.0,443.0,1588.0,0.0,557.0,0.0,Export,1994
2025-02,Particular Industries Group,F RUBBER TYRES TUBES,TH.NOS,746.0,1535.0,5495.0,1302.0,2004.0,0.0,Export,7178
2025-02,Particular Industries Group,G OTHER MACHINERY,-,0.0,1717.0,6149.0,0.0,1852.0,0.0,Export,6632
2025-02,Particular Industries Group,GEMS,K.G,18.0,48.0,170.0,123.0,283.0,0.0,Export,1014
2025-02,Particular Industries Group,JEWELLARY,-,0.0,101.0,361.0,0.0,94.0,0.0,Export,335
2025-02,Particular Industries Group,FURNITURE,TH.NOS,209.0,183.0,654.0,131.0,182.0,0.0,Export,652
2025-02,Particular Industries Group,MOLASSES,M.T,1464.0,41.0,146.0,13655.0,703.0,0.0,Export,2520
2025-02,Particular Industries Group,HANDICRAFTS,-,0.0,4.0,15.0,0.0,0.0,0.0,Export,0
2025-02,Particular Industries Group,CEMENT,M.T,588173.0,5578.0,19972.0,349534.0,3698.0,0.0,Export,13247
2025-02,Particular Industries Group,GUAR AND GUAR PRODUCTS,M.T,1415.0,720.0,2577.0,3668.0,1501.0,0.0,Export,5376
Month,Group,COMMODITY,Unit,0.0,0.0,0.0,0.0,0.0,0.0,Export,Dollars_2024
2025-03,Food Group,RICE,M.T,512676.0,76837.0,274335.0,624300.0,115217.0,0.0,Export,413403
2025-03,Food Group,A BASMATI,M.T,75994.0,21567.0,77002.0,72922.0,23118.0,0.0,Export,82948
2025-03,Food Group,B OTHERS,M.T,436683.0,55270.0,197333.0,551378.0,92099.0,0.0,Export,330455
2025-03,Food Group,FISH FISH PREPARATIONS,M.T,25730.0,16614.0,59317.0,18709.0,10294.0,0.0,Export,36936
2025-03,Food Group,FRUITS,M.T,34438.0,4348.0,15525.0,66691.0,5471.0,0.0,Export,19629
2025-03,Food Group,VEGETABLES,M.T,257569.0,14849.0,53018.0,192884.0,17044.0,0.0,Export,61156
2025-03,Food Group,LEGUMINOUS VEGETABLES PULSES,M.T,72.0,18.0,0.0,72.0,18.0,0.0,Export,66
2025-03,Food Group,TOBACCO,M.T,4456.0,5461.0,19499.0,382.0,256.0,0.0,Export,919
2025-03,Food Group,WHEAT,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-03,Food Group,SPICES,M.T,2445.0,2582.0,9218.0,2549.0,2477.0,0.0,Export,8889
2025-03,Food Group,OIL SEEDS NUTS AND KERNALS,M.T,14669.0,4865.0,17368.0,4715.0,1716.0,0.0,Export,6158
2025-03,Food Group,SUGAR,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-03,Food Group,MEAT AND MEAT PREPARATIONS,M.T,11695.0,14697.0,52473.0,13205.0,15381.0,0.0,Export,55186
2025-03,Food Group,ALL OTHER FOOD ITEMS,-,0.0,21125.0,75424.0,0.0,24803.0,0.0,Export,88993
2025-03,Textile Group,RAW COTTON,M.T,175.0,93.0,0.0,175.0,93.0,0.0,Export,334
2025-03,Textile Group,COTTON YARN,M.T,21688.0,15888.0,56727.0,15185.0,12124.0,0.0,Export,43501
2025-03,Textile Group,COTTON CLOTH,M.T,27247.0,40898.0,146019.0,31498.0,45426.0,0.0,Export,162989
2025-03,Textile Group,COTTON CARDED OR COMBED,M.T,56.0,27.0,0.0,56.0,27.0,0.0,Export,98
2025-03,Textile Group,YARN OTHER THAN COTTON YARN,M.T,745.0,648.0,2315.0,832.0,666.0,0.0,Export,2389
2025-03,Textile Group,KNITWEAR,TH.DOZ,24781.0,108096.0,385942.0,21578.0,93849.0,0.0,Export,336733
2025-03,Textile Group,BED WEAR,M.T,42211.0,71633.0,255757.0,37167.0,59994.0,0.0,Export,215259
2025-03,Textile Group,TOWELS,M.T,18073.0,25039.0,89398.0,19989.0,25935.0,0.0,Export,93054
2025-03,Textile Group,TENTSCANVAS TARPULIN,M.T,2655.0,2732.0,9754.0,3096.0,3144.0,0.0,Export,11280
2025-03,Textile Group,READYMADE GARMENTS,TH.DOZ,6421.0,89987.0,321287.0,6325.0,80052.0,0.0,Export,287228
2025-03,Textile Group,ARTSILK SYNTHETIC TEXTILE,M.T,6973.0,9269.0,33093.0,7075.0,8444.0,0.0,Export,30298
2025-03,Textile Group,MADEUP ARTICLESEXCLTOWELS BEDWEAR,-,0.0,18161.0,64842.0,0.0,16372.0,0.0,Export,58742
2025-03,Textile Group,OTHER TEXTILE MATERIALS,-,0.0,18159.0,64834.0,0.0,16272.0,0.0,Export,58383
2025-03,Petroleum  & Coal Group,PETROLEUM CRUDE,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-03,Petroleum  & Coal Group,PETROLEUM PRODUCTSEXCL TOP NAPHTA,M.T,131535.0,17024.0,60782.0,4464.0,458.0,0.0,Export,1642
2025-03,Petroleum  & Coal Group,PETROLEUM TOP NAPHTA,M.T,9206.0,2004.0,7156.0,19258.0,4040.0,0.0,Export,14497
2025-03,Petroleum  & Coal Group,SOLID FUELS COAL,M.T,0.0,0.0,0.0,0.0,0.0,0.0,Export,0
2025-03,Other Manufactures Group,CARPETS RUGS MATS,TH.SQM,257.0,1143.0,4081.0,221.0,1022.0,0.0,Export,3668
2025-03,Other Manufactures Group,SPORTS GOODS,-,0.0,9188.0,32805.0,0.0,9870.0,0.0,Export,35415
2025-03,Other Manufactures Group,A FOOTBALLS,TH.DOZ,344.0,5696.0,20335.0,450.0,6780.0,0.0,Export,24327
